Id,C,Y_c,Y_b,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,BX1,BX2,BX3,BX4,BX5,BX6,BX7,BX8,BX9,BX10,BX11,BX12,BX13,BX14,BX15,BX16,BX17,BX18,BX19,BX20,BX21,BX22,BX23,BX24,BX25,BX26,BX27,BX28,BX29,BX30,BX31,BX32,BX33,BX34,BX35,BX36,BX37,BX38,BX39,BX40,BX41,BX42,BX43,BX44,BX45,BX46,BX47,BX49,BX50,BX51,BX52,BX53,BX54,BX55,BX56,BX57,BX58,BX59,BX60,yy_c,mm_c,yy_b,mm_b
a728,-1,A+,AA-,22.9103485,22.31692309,22.00550174,22.39182015,6.881411304,0.974107262,0.229322918,55,0.178073507,15.43551179,-20.52877512,0.052045742,0.073163839,0.040938522,0.021798967,0.01661362,0.002850745,2.193096277,0.026959323,0.027043545,0.896444333,0.003114294,0.020995813,0.312664576,0.030073617,0.038006167,0.687335424,0.282590959,0.004252145,8.28818062,0.404603882,0.073163839,0.431513999,0.293823372,1.480421733,0.39527767,0.442443517,0.559743348,1.30945978,1.348936648,1.02018078,0.451372372,0.205879844,0.498527043,0.679554115,-0.181724344,0.031619938,19.85710693,1.518529291,3.454609937,0.061399396,0.036556962,0.019254597,0.020752088,22.04336746,1.721562018,0.552431736,6.059685899,4.031602158,22.12096711,21.27143272,21.39518761,21.45942095,6.856461985,0.899661532,-0.545045066,54,0.174073948,14.41497074,1.21470466,0.068442531,0.146337134,0.108316204,0.070817835,0.043498545,0.005591973,3.545387278,0.083894986,0.085417891,0.824732638,0.017828872,0.032922772,0.298818701,0.101723859,0.076991803,0.701181299,0.197094842,0.015753527,6.49765772,0.483947183,0.146337134,0.131915944,0.135911975,0.219451069,0.962062385,1.823478569,1.113384699,0.977065891,0.935632628,0.347638702,0.71870249,0.06200603,0.389231761,0.937786149,0.019075702,0.057377717,17.27463269,1.291092695,0.565385327,-0.030213299,-0.015591658,-0.117123414,-0.141346798,8.403552886,2.466191062,0.427613988,9.696062817,5.772364273,2003,6,2002,6
a729,0,BB+,BB+,19.18960445,18.24396454,18.54028444,18.45062087,6.08221891,0.577913893,-0.415018341,40,0.647282666,12.17252753,0.611945711,-0.032164586,0,-0.04170263,0.085964245,-0.034289037,0.006655912,-0.983891004,0.10423688,0.095106467,-0.388315443,-0.116039887,-0.016802808,0.038196658,-0.04766605,-0.092834431,0.961803342,0.194330424,-0.17850744,1.412425759,0.522400884,0,0.226626956,0.148120843,0.547347401,1.220598802,1.823478569,1.432830926,0.921083338,0.856205746,0.295194985,0.619043735,0.112286913,0.330866462,1.093806232,0.06674691,-0.016802808,18.36803045,-1.153352345,1,0,0,0,0,-4.929743106,1.873021371,0.370970491,10.47147463,31.45860899,19.32936938,18.24396454,18.65011354,18.62213517,6.12249281,0.70801741,0.597219522,39,1.14813236,12.17252753,0.571590595,0.003349762,0.052149958,-0.04170263,0.085964245,-0.034289037,0.007358919,0.115244591,0.10423688,0.097327999,-0.361007824,-0.116039887,0.00169831,0.038196658,-0.04766605,0.009500426,0.961803342,0.134039883,-0.204361987,0.846948865,0.506994139,0.052149958,0.194250319,0.086027894,0.91913027,1.269981824,1.371645448,1.389519238,0.897779612,0.882189085,0.410014655,0.562394736,0.171371447,0.517433737,1.028373441,0.080971322,0.034263213,18.42822483,-1.153352345,1.86323555,0.048121181,0.023724025,0.035226952,0.097152357,-6.801174922,2.229294416,0.370970491,5.626758318,31.45860899,2003,6,2002,6
a730,-1,A+,AA-,24.08038913,23.87883172,22.64934627,23.60302128,8.517393171,1.085652261,0.01931856,40,0.245150926,15.97630793,-4.184381622,-0.432280704,-0.090218166,0.093472975,0.020957764,0.093678011,0.006071213,-5.264544949,0.02674493,0.028529454,0.299511416,0.062550263,-0.101932122,0.148238671,0.089295192,-0.108181188,0.851761329,0.058943479,0.274954469,17.01317862,0.165888568,-0.090218166,0.416602403,0.121187488,1.014447487,0.581688866,0.741833573,0.661903259,1.306092256,4.783336623,2.800466244,2.077479879,0.202097366,0.468002819,0.198880584,-0.157068026,-0.000614199,21.59641382,3.494979301,5.833378339,0.162583984,0.13561316,0.08427167,0.067003284,4.772575617,3.177172307,1.049082362,9.175644495,6.2585941,24.08038913,23.87883172,23.14233354,23.60302128,8.485083137,1.06177224,-0.222330402,39,0.174073948,15.99051252,-6.915017189,0.10712772,0.012349721,0.090963464,0.029134595,0.089315555,0.007826657,9.473122198,0.0366762,0.038581607,0.426157116,0.049386424,0.029281793,0.136017782,0.086062624,0.028215331,0.863982218,0.049955158,0.18734235,15.58439264,0.27357987,0.012349721,0.423658638,0.104260896,0.931425911,0.832809033,1.046227123,0.929745089,1.030264779,2.445423472,1.277215483,1.33625748,0.215042469,0.493021609,0.376613833,-0.024548502,0.058328059,21.59641382,2.480176934,3.134832958,0.1118595,0.081256993,0.079213302,0.055446415,5.222596143,3.27608046,1.037797259,8.584420812,24.63428129,2003,6,2002,6
a731,0,BB-,BB-,18.87375104,18.92568742,17.5991364,18.5458875,6.144185634,0.821397138,-0.361132617,39,0.303421019,12.78150179,23.93660773,-0.030140056,-0.008543547,0.051151958,0.039456696,0.051292662,0.00903866,-0.282100966,0.048037902,0.04806957,0.986471355,0.0006588,-0.008425311,0.216714616,0.048696703,-0.0079989,0.783285378,0.16801792,0.002482376,8.494212396,0.279538671,-0.008543547,0.235534577,0.314225638,8.500128575,0.597726063,0.111966986,0.871607479,1.236272039,2.512456771,2.317804967,0.259517637,0.429800976,0.751389232,0.387999549,-0.083187584,0.011513025,18.50394752,1.064824977,2.735205275,0.121865256,0.087799204,-0.032216795,-0.022036231,14.3177947,1.536732295,1.053308739,7.988802106,11.39834232,18.90085201,18.89127211,17.63370081,18.5700776,6.28785856,0.934368219,-0.399845601,38,0.523156502,12.60341355,8.411917886,0.018137198,0.009400061,0.069113162,0.048109629,0.06579335,0.013564775,0.186172991,0.061804977,0.062091947,0.930424102,0.004621695,0.00510803,0.198336091,0.066426672,0.005157199,0.801663909,0.131909418,0.0162539,4.875640143,0.281632796,0.009400061,0.163887253,0.2572268,1.535458961,1.076455031,0.568455129,1.449237844,0.620371347,2.417724419,1.626264464,0.924458376,0.364404887,0.751389232,0.392045731,0.205755159,0.024043283,18.42740657,1.118245894,1.586549344,0.049982849,0.035906039,0.030800243,0.022338867,11.07380262,1.536979123,0.990465835,5.981967604,11.76498293,2003,6,2002,6
a732,0,BBB,BBB,18.76578826,18.7715934,18.35995165,17.76196197,6.711740395,0.663760577,-0.136206886,39,0.315042911,12.17252753,3.030610577,0.101062733,0.303745175,0.142015459,0.010305399,0.132466639,0.002565415,3.496615074,0.012855965,0.014589884,0.097615615,0.118843915,0.06735013,0.519693948,0.131699879,0.066960286,0.480306052,0.387994076,0.179370364,1.588854526,0.666419045,0.303745175,0.334531461,0.251800015,14.43857375,1.635653717,0.182069542,2.186118349,0.533680833,0.450146707,0.423458466,0.077098889,0.165357834,0.193133375,1.997773061,0.334723531,0.094309584,18.38836892,11.04665901,2.067510983,0.041380613,0.013803784,-0.037448341,-0.012419745,1.352074333,1.134602393,1.005822022,2.532539453,12.3159905,18.70484306,18.58053904,18.24432509,17.76196197,6.495265556,0.868111284,0.051805523,38,0.480198618,12.17252753,3.227845218,0.156863136,0.261135749,0.188241656,0.018519709,0.137767087,0.004085287,4.834612868,0.023145724,0.027418621,0.129316595,0.137014013,0.098973854,0.552296764,0.160760159,0.112074041,0.447703236,0.373311816,0.218118568,1.21802663,0.630956747,0.261135749,0.357365153,0.230035949,5.91510537,1.451613575,0.203618164,1.885300454,0.608526256,0.506833013,0.485947057,0.098947647,0.168606662,0.328085522,1.709709444,0.271443366,0.12845959,18.46643074,8.195772797,4.612241885,0.200071748,0.07383513,0.140769051,0.058825958,1.958442998,1.089677341,0.883111318,2.532539453,11.17513348,2003,6,2002,6
a733,0,CC,CC,18.79935998,19.29837547,17.22198215,18.99856602,7.292337176,0.696314115,-0.11477349,39,0.174073948,12.17252753,-2.969160299,0.240344686,-0.129443097,-0.023650733,0.049730286,-0.034289037,0.003668801,-3.975190662,0.051957718,0.048212591,-0.945758545,-0.077679448,-0.101932122,0.195648612,-0.02572173,-0.146520274,0.804351384,0.221370342,0.274954469,1.303549816,0.118338977,-0.129443097,0.334302185,0.169730874,0.352372423,0.879574809,1.178647084,1.059385181,0.924363782,0.276727515,0.242492652,0.064551104,0.20816198,0.751389232,0.133746554,0.03326636,-0.073576232,18.22870937,-0.455191904,0.012763849,-0.069227191,-0.065338233,-0.009940225,-0.007365303,-14.59448137,2.576646936,1.647098886,10.09024287,7.191432519,19.16319521,19.4727821,17.22198215,19.10625436,7.211556733,0.750878356,-0.437740454,38,0.174073948,12.26122536,-5.420745257,0.240344686,-0.129443097,-0.04170263,0.069372927,-0.034289037,0.005969582,-5.264544949,0.073753108,0.06013231,-0.482801615,-0.116039887,-0.101932122,0.142634204,-0.04766605,-0.146520274,0.857365796,0.295394894,-0.333623696,7.598323623,0.118338977,-0.129443097,0.306766037,0.180174035,0.363344829,1.090276599,0.97557061,1.329887862,0.697718196,6.123913262,4.034517082,2.309550727,0.154550276,0.59368882,0.133746554,0.157741034,-0.073576232,18.45658651,-1.153352345,1.415931706,0.044257138,0.041807503,0.057687646,0.039985437,-2.89151842,2.322231801,1.362861982,8.66842673,6.054638487,2003,9,2002,9
a734,0,A+,A+,20.44830564,20.27181793,20.20503404,18.91555773,6.673297968,1.186354698,0.250225325,38,0.63679882,13.59851996,3.289862773,0.0744935,0.17518413,0.083509816,0.00376058,0.066076884,0.002005582,1.719623876,0.006153279,0.006635535,0.078056558,0.07267775,0.058407265,0.158116815,0.078831029,0.069681021,0.841883186,0.079285786,0.077697196,0.432499196,0.701802582,0.17518413,0.529273113,0.34345673,0.59655963,1.321289269,0.516687515,2.012493813,0.831912315,0.276727515,0.242492652,0.09382518,0.033405203,0.096195884,2.346229512,0.144155861,0.136516297,19.13650964,13.57159645,29.00455661,0.432397102,0.144440057,0.299159427,0.102972424,1.374252704,1.96999437,0.838209079,6.611408006,13.6841304,20.42667032,20.25237898,20.1252204,19.08057746,6.674561392,0.938823098,0.071940159,37,0.65686417,13.57781759,4.520644076,0.073790662,0.11932035,0.102696572,0.012731842,0.079595569,0.002313916,1.572728915,0.015486333,0.016819522,0.163442851,0.079264418,0.054586264,0.172476325,0.094750751,0.064979616,0.827523675,0.077725573,0.090012441,0.53560147,0.701802582,0.11932035,0.553919113,0.346148255,1.428645896,0.883647557,0.399590888,1.351449412,0.919719442,0.346237443,0.25137161,0.100445805,0.092804469,0.196757838,2.346229512,0.06535232,0.130402565,18.94015304,6.631432598,8.573911786,0.378595775,0.098531492,0.11950557,0.037023819,2.280708938,2.078374387,0.840052116,7.296616562,19.42685178,2003,6,2002,6
a735,0,BBB+,BBB+,22.16809538,22.02296935,21.25758019,21.65340078,8.392310009,1.108185432,0.700471926,38,0.397658471,13.63065934,-4.383696144,0.093274085,0.086986218,0.09165127,0.043359318,0.077849253,0.003918749,1.363569661,0.047890118,0.049995845,0.532064181,0.042118042,0.037423211,0.150112609,0.09000816,0.043268166,0.849887391,0.060104449,0.090546665,3.746111364,0.402316903,0.086986218,0.599619191,0.399568933,1.030471383,0.463585959,0.777549911,0.772088561,1.115452705,1.473731584,0.835758672,0.649844081,0.204767549,0.509876237,0.673127455,-0.076632906,0.072558687,20.08236457,1.913782499,3.458836901,0.170402994,0.101846989,0.200964112,0.138872712,6.432113826,1.958178114,0.86491328,8.079168445,7.608274186,22.20861785,21.89743927,21.16369923,21.7751846,8.423541635,0.804383622,-0.378635877,37,0.312145208,13.47389763,-2.601273701,0.022246975,0.061641182,0.071000405,0.062608555,0.051223296,0.005153131,0.283407526,0.069642748,0.069662166,0.996013525,0.00027874,0.007801232,0.129672545,0.069921488,0.010648939,0.870327455,0.059751057,0.000580576,5.922613713,0.35172044,0.061641182,0.633345181,0.46809035,0.679783417,0.390856687,1.050390151,0.734817815,1.12260958,1.828001594,0.898934842,0.944232305,0.173193801,0.514958156,0.542544393,-0.083843648,0.043272412,19.44418611,1.019494583,1.814026898,0.064063282,0.041530916,0.0166668,0.014748834,9.900434648,1.768625636,0.732583033,8.461229007,5.259875521,2003,6,2002,6
a736,0,BB,BB,18.72110278,18.50459951,17.55538384,18.3475745,6.363028104,0.505552808,-0.210865329,38,0.274561592,12.17252753,-4.653071931,0.040201737,0.021365409,0.106333645,0.062788253,0.069951628,0.004158776,0.443014986,0.067952317,0.069261959,0.7823125,0.018908518,0.012039622,0.194121435,0.086860836,0.014949926,0.805878556,0.107260599,0.048853605,8.370875991,0.311698489,0.021365409,0.484773375,0.456488746,1.452798399,0.488363806,0.436183103,0.898534856,1.093381898,2.161053985,1.537567599,0.670661006,0.273625584,0.615184348,0.452851665,-0.048627931,0.079962916,18.39654618,1.564827357,1.371343515,0.029524001,0.020321415,0.067846681,0.057987383,7.183907857,1.194372768,0.805329896,5.798135997,3.499701392,18.7554001,18.42943122,17.47984752,18.42790024,6.376726948,0.658498071,-0.545045066,37,0.429237376,12.17252753,-2.678226398,0.037597476,0.009011361,0.117211008,0.071553416,0.066237655,0.003279,0.382943597,0.076096052,0.077307284,0.829259943,0.015667758,0.010056205,0.200859125,0.09176381,0.013931587,0.799140875,0.109095316,0.040495412,6.277629293,0.279276604,0.009011361,0.548793644,0.541446612,1.193829201,0.359017784,0.516244662,0.791672978,1.18873934,2.580371906,1.702020477,0.878658986,0.265653116,0.635965434,0.38749485,-0.09902502,0.076711441,18.42875991,1.540303407,1.773793735,0.058972865,0.042503124,-0.024142969,-0.024106035,7.5167758,1.031363788,0.721827651,6.441228442,3.057920295,2003,6,2002,6
a737,1,AA-,A+,22.13182601,22.62807777,21.09525117,21.69383658,9.164924508,1.060687894,0.269350655,47,1.825544261,13.46315326,-3.878068767,0.177185844,0.135794856,0.087068832,0.008404516,0.11247057,0.001462186,17.05757841,0.009294708,0.009879351,0.135742624,0.059178314,0.061975621,0.21394286,0.068473022,0.037731276,0.78605714,0.145469838,0.27406951,1.01064673,0.354667397,0.135794856,0.692465707,0.541446612,2.150571176,0.319425177,0.253204686,0.495616775,1.545983211,1.776048048,1.451912114,0.367630951,0.201660987,0.386189637,0.549588531,-0.239250405,0.095376132,20.23616475,9.367570761,9.320103291,0.196834058,0.127023435,-0.062591651,-0.02459125,2.700340305,2.722354222,1.642553032,21.56500851,5.807781812,21.98774388,22.40274026,20.90304384,21.57524938,9.058354015,0.567879909,0.917265753,46,1.971712312,13.34438625,-3.612193244,0.167472321,0.08795381,0.079510861,0.01166617,0.096342,0.001801125,13.26380808,0.012855529,0.013543016,0.202071438,0.050763204,0.055660335,0.206423953,0.063618733,0.036754894,0.793576047,0.142805219,0.227435842,1.010205187,0.33800316,0.08795381,0.692465707,0.541446612,0.826004298,0.319425177,0.408954727,0.495616775,1.545983211,1.92442758,1.390074633,0.568477591,0.126512797,0.346344499,0.510581228,-0.239250405,0.082841717,20.22184076,6.184954423,8.40919196,0.217889107,0.144241901,-0.040564416,-0.017732522,2.876412726,2.541789854,1.514365261,21.56500851,4.974053581,2003,6,2002,6
a738,0,BBB,BBB,19.4432278,19.6161211,18.80050353,18.69697961,6.244166901,0.332106356,-0.12338194,37,0.254441532,13.3719542,3.895676189,0.077523075,0.216966574,0.056034351,0.002351906,0.063365106,0.008148677,1.889011833,0.009206796,0.009631524,0.172720932,0.044097665,0.040766121,0.101189622,0.053304462,0.034293576,0.898810378,0.047885161,0.099685917,3.543660699,0.52585789,0.216966574,0.220714649,0.302301483,0.257547825,1.445925043,0.59469974,2.072420978,0.546225976,0.879629826,0.565407038,0.336247419,0.017675388,0.0969677,1.109072321,0.318856229,0.045314126,18.43329381,6.086194295,3.10266861,0.04853527,0.023012615,0.045033446,0.0179621,1.455747789,1.74675676,1.188739259,3.848056756,8.500325439,19.4266659,19.60351424,18.72084622,18.74603264,6.276643489,0.698259957,0.473540286,36,0.337312797,13.32687075,4.581835566,0.079845057,0.179142968,0.067727492,0.011535896,0.078566574,0.011725733,1.796623167,0.021360969,0.022355112,0.324479592,0.044470502,0.039419803,0.113209699,0.065831471,0.033030123,0.886790301,0.047378228,0.107500352,3.040223474,0.493703728,0.179142968,0.2332295,0.389604182,0.226382398,1.26680256,0.629952976,2.07537883,0.515456723,0.957464738,0.62916311,0.396343174,0.017675388,0.096934958,0.975128105,0.334034359,0.044520048,18.60640964,3.170618919,4.66331922,0.18445704,0.093389913,0.162627671,0.068991393,1.199253995,1.438366291,1.19345008,4.296491768,7.980066738,2003,6,2002,6
a739,0,BBB,BBB,19.30330381,18.96286603,18.66976049,18.5467737,5.897153868,0.262245992,0.045575376,37,0.249445699,13.06571216,-5.612610109,0.016054762,0.198274266,0.057103693,0.039644592,0.039657349,0.006453307,1.287235,0.04871512,0.049059803,0.873956575,0.007025773,0.00852039,0.111995799,0.055740893,0.011975944,0.888004201,0.056254906,0.009418641,3.544961281,0.530707999,0.198274266,0.657468771,0.427959815,3.292558773,0.451820859,0.31709855,0.789841116,1.116330651,0.842757773,0.671381305,0.212894038,0.294026897,0.437996552,1.130869483,-0.074881171,0.136200119,18.640843,1.172196496,4.551838446,0.262315277,0.12310246,0.164852144,0.108739667,10.78094287,1.657394228,0.711458795,6.483651707,20.95660461,19.37553699,18.8927278,18.65422987,18.70977844,5.96870756,0.262245992,-0.475805456,36,0.258416983,12.92402024,-3.060655301,0.021531677,0.176530674,-0.010014272,0.035544474,-0.00808052,0.009750879,1.6997575,0.05134695,0.048238354,-0.945758545,-0.064442407,0.010466902,0.041328069,-0.013095457,0.016962877,0.958671931,0.054423526,-0.081799394,4.090754197,0.486116428,0.176530674,0.68772278,0.340654005,4.401690601,0.396633256,0.229651793,0.60155557,1.286061942,1.009146101,0.859690821,0.197429538,0.343951913,0.519032518,0.945966078,-0.166513844,0.132469284,18.67424187,-0.195031484,5.12878197,0.254560198,0.130814304,-0.181886733,-0.156030902,-14.59448137,1.932598364,0.61704755,5.30523479,26.28991257,2003,6,2002,6
a740,1,AA-,A+,20.52814097,20.83022891,19.78749229,19.88034084,6.749931194,0.312503416,0.050173991,36,0.344221497,14.08029772,-33.64487117,0.090075436,0.20468957,0.07759691,0.002138735,0.058718066,0.003366871,8.713879446,0.004627772,0.004814482,0.106609365,0.038780911,0.042948375,0.137902037,0.043408683,0.031750576,0.862097962,0.094493353,0.110020287,3.187760072,0.476804523,0.20468957,0.490319553,0.011329949,0.182576707,1.066067441,0.241206878,1.073986347,0.946088149,1.091903298,0.884055319,0.213240223,0.017675388,0.104860043,0.911331507,0.031186842,0.089453779,19.00896009,16.76766004,17.54639941,0.197973299,0.103578735,0.045081657,0.017436878,0.999011465,5.069560083,1.352680188,5.02064338,3.323376575,20.4425652,20.83976699,19.62304015,19.8616016,6.710523109,0.262245992,-0.169843808,35,0.436213216,14.12924388,-20.2092862,0.086853026,0.145161932,0.065406639,0.002939762,0.047529061,0.003673076,7.22608425,0.005408797,0.005556262,0.169294961,0.02654016,0.038270995,0.118217302,0.031948957,0.0257257,0.881782698,0.086268345,0.089602738,2.910094551,0.44064089,0.145161932,0.514253391,0.071389252,0.496994268,0.868175054,0.189589819,0.934918162,1.05776316,1.23016832,1.067108752,0.202312955,0.039546324,0.156257744,0.787760283,-0.030602245,0.088457138,18.91605895,12.09263972,12.39370509,0.16389946,0.091678656,0.015126599,0.005687605,1.605895096,3.732868559,1.487656103,6.497337038,3.510835961,2003,6,2002,6
a741,0,BB-,BB-,19.02616223,19.60750821,17.22198215,18.99073122,6.33150185,1.336730295,0.59792477,36,3.15783145,13.27600636,-5.553031711,-0.432280704,-0.115262466,-0.012346278,0.018516757,-0.034289037,0.004086791,-5.264544949,0.020801867,0.019854567,-0.773014242,-0.047711936,-0.101932122,0.100601609,-0.026910069,-0.095814699,0.899398391,0.127511678,-0.333623696,6.51256329,0.118338977,-0.115262466,0.356876919,0.457018906,2.337334164,0.381208195,0.170216356,0.702065317,1.545983211,6.123913262,4.034517082,2.309550727,0.304820392,0.49071821,0.133746554,-0.239250405,-0.073576232,18.37428853,-0.593517774,1.087377591,0.003367947,0.003250706,-0.011308202,-0.006102822,-14.59448137,1.8046958,1.788444023,9.180839831,3.327474346,19.18265558,19.58552703,17.34907361,19.00849265,6.06610809,1.318033941,-0.545045066,35,0.605359436,13.51941893,-8.689036184,-0.432280704,-0.108492341,-0.013094446,0.017295776,-0.034272337,0.005651926,-3.619453695,0.021073512,0.020185722,-0.919936907,-0.043981074,-0.07281146,0.100451044,-0.022907562,-0.048667035,0.899548959,0.123358603,-0.333623696,8.682868313,0.15984,-0.108492341,0.332024178,0.281134662,1.858426055,0.572407212,0.20189534,0.796264865,1.473191579,4.922253405,4.034517082,0.882950128,0.251242303,0.414471427,0.190249476,-0.142416819,-0.004088078,18.80297743,-0.621369875,8.652666993,0.287178935,0.177990527,0.272798654,0.153193161,-14.59448137,2.151817246,1.496114552,5.554314977,3.169422948,2003,6,2002,6
a742,0,A-,A-,22.45671655,22.24873794,21.33064083,22.0647054,8.755264763,0.967394237,0.114768357,36,0.222267671,13.49347318,-5.401202604,0.03399019,0.038050938,0.06875543,0.029796411,0.052617207,0.010367811,2.046849667,0.042561123,0.043528345,0.656993896,0.022220488,0.011023135,0.165679272,0.064781612,0.013571538,0.834320728,0.10089766,0.055651658,9.373977211,0.32430342,0.038050938,0.474681859,0.221274922,1.190562789,0.772338108,0.501690739,0.991798172,1.006709427,2.044601523,1.387457504,0.69607458,0.256912416,0.537622675,0.479954212,-0.003690472,0.062938698,19.86516398,1.615451492,2.681914619,0.086048112,0.058142415,0.047372425,0.039409534,9.627078943,1.926071799,0.812224414,4.096080111,4.728532367,22.47303344,22.29864891,21.3377118,22.08542974,8.888756748,0.850798343,0.544327899,35,0.224298821,13.40989216,-5.019220594,0.03180622,0.028440353,0.070040571,0.03652453,0.056954473,0.01460938,2.052172394,0.05391719,0.05467653,0.79517949,0.013887866,0.010219935,0.154244174,0.067805056,0.012166968,0.845755826,0.086439118,0.036304897,9.416787819,0.321318753,0.028440353,0.488670202,0.229872645,1.505194245,0.681660306,0.415360429,0.885126728,1.105829426,2.089616255,1.492322635,0.619851771,0.286087358,0.553096381,0.473445752,-0.055083026,0.058941544,19.9175515,1.29903972,2.350544045,0.090123057,0.061164828,0.027025274,0.021835855,9.401245143,1.985333098,0.839973837,4.964037545,5.026811548,2003,6,2002,6
a743,1,BBB,BBB-,20.81241546,20.24939346,19.82461611,20.34657069,6.867974409,0.876354201,0.917265753,35,0.545967707,13.38141905,-1.167844849,0.162026937,0.073757646,0.188241656,0.085964245,0.133481789,0.000458451,3.624219183,0.097179819,0.097744658,0.414607081,0.137014013,0.059416786,0.370124296,0.160760159,0.104334156,0.629875704,0.135734141,0.209828894,3.134709485,0.372395301,0.073757646,0.692465707,0.322975169,0.902567434,0.319425177,0.843207067,0.495616775,1.372354015,1.681477806,0.914340311,0.770978212,0.210314138,0.621154583,0.593359645,-0.239250405,0.114538893,19.41835566,2.416611459,3.914336798,0.256987671,0.16128667,0.221353066,0.157877894,4.644448258,2.459571246,0.569485471,10.62589645,6.798451044,20.87326673,20.15645955,19.67907986,20.51236832,6.866933284,0.77399167,0.917265753,34,0.335036779,13.28952626,-0.900833503,0.061885712,0.013494221,0.188241656,0.085964245,0.112589345,0.000583738,1.193866624,0.10423688,0.097744658,0.725025603,0.063400832,0.01841718,0.351755205,0.160760159,0.037716254,0.648244795,0.12118526,0.102192335,6.99098832,0.302950191,0.013494221,0.692465707,0.252495925,2.321770742,0.319425177,0.43008868,0.495616775,1.545983211,2.274868971,1.608902079,0.691970571,0.378246653,0.751389232,0.434617709,-0.239250405,0.069557601,19.13788306,1.382757349,2.159819292,0.135824198,0.094676232,0.203325557,0.157877894,6.823690979,2.39110055,0.488308851,7.561872669,8.588154074,2003,6,2002,6
a744,0,AA,AA,20.7139664,20.78540846,20.32639195,19.57858295,8.57035474,0.44432021,0.68158427,35,1.00831205,12.21505372,3.520842651,0.14725147,0.316522347,0.156314355,-0.004046629,0.137767087,0.01098721,22.78130872,0.006183016,0.007154035,0.043568942,0.135730358,0.099939736,0.417401702,0.141913374,0.093048913,0.582598298,0.275488329,0.214795576,0.469500134,0.678701104,0.316522347,0.373644609,0.17733515,0.396286792,1.269466255,0.243695156,1.543114739,0.810816488,0.411504057,0.380642024,0.092760617,0.020343648,0.087803526,2.112366745,0.140309436,0.151997181,19.37087039,25.28124897,25.88798201,0.432397102,0.16527871,0.299159427,0.11485262,0.486171044,2.180565972,1.07405592,10.5247522,5.13117323,20.64906088,20.70270729,20.16231525,19.69552675,8.58485184,0.262245992,0.76946346,34,0.807010979,12.17252753,5.106434936,0.115568576,0.231106252,0.130126123,-0.002065781,0.116799792,0.013518381,22.78130872,0.010746497,0.011939922,0.097078529,0.099952511,0.071031146,0.412781627,0.110699008,0.067320988,0.587218374,0.302082618,0.17158645,0.776956831,0.614623355,0.231106252,0.407999464,0.211765005,9.811986491,0.737486289,0.098529329,0.935617289,1.036514425,0.565695282,0.588811874,0.064551104,0.127868421,0.251447189,1.594864047,-0.023299944,0.071031146,18.36803045,12.10870152,1,0,0,0,0,1.83140315,2.156508923,1.055111459,10.67133758,4.400269415,2003,6,2002,6
a745,1,BBB+,BBB,19.55645026,20.12877921,18.81978796,18.90500332,7.538494999,1.060381213,0.076852318,35,0.55548048,12.59028421,-19.49393924,0.123930188,0.128820828,0.077476172,0.00715971,0.107799258,0.003868169,1.856222053,0.00934217,0.009849199,0.153600023,0.051479238,0.059326502,0.303019889,0.060821407,0.033472599,0.696980111,0.242198483,0.190598634,1.960377721,0.478709043,0.128820828,0.5696291,0.223138135,2.687687434,0.667141582,0.235333646,0.858764746,1.103109613,1.050623873,0.881504006,0.207447551,0.123575792,0.228895092,0.918314496,-0.059599009,0.121928579,18.59523257,8.293167,5.694087621,0.149100141,0.077724555,0.05664418,0.016660045,1.66689797,2.726343105,1.772390067,7.320075938,6.808057497,19.57529026,20.0600348,18.73236519,19.01238227,7.672292456,0.835709558,0.582874217,34,0.462685105,12.38774235,-11.0372361,0.074861418,0.090382121,0.07230619,0.016487746,0.08746551,0.006723628,1.027409647,0.020628522,0.021337735,0.382959786,0.033237505,0.032224066,0.307359085,0.053866028,0.019845336,0.692640915,0.253493058,0.125379924,2.859725542,0.430449588,0.090382121,0.577566144,0.192204913,1.234496617,0.646885244,0.321177048,0.800803638,1.15094245,1.252947677,1.001495156,0.321657257,0.108465047,0.220638637,0.755770832,-0.085872193,0.095878004,18.74839764,3.505156064,5.131591423,0.242982614,0.138390848,0.299159427,0.11607293,1.879248467,2.830264725,1.623760162,7.051461025,5.030478658,2003,3,2002,3
