Id,Y_b,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,BX1,BX2,BX3,BX4,BX5,BX6,BX7,BX8,BX9,BX10,BX11,BX12,BX13,BX14,BX15,BX16,BX17,BX18,BX19,BX20,BX21,BX22,BX23,BX24,BX25,BX26,BX27,BX28,BX29,BX30,BX31,BX32,BX33,BX34,BX35,BX36,BX37,BX38,BX39,BX40,BX41,BX42,BX43,BX44,BX45,BX46,BX47,BX49,BX50,BX51,BX52,BX53,BX54,BX55,BX56,BX57,BX58,BX59,BX60,yy_c,mm_c,yy_b,mm_b
b150,A,22.22136,21.81679,21.1066,21.82387,8.18172,1.389209,0.2277,17,1.051517,13.63507,13.2243,0.01577442,0.1250072,0.03927676,0.01906141,0.02374916,0.001535104,0.2722788,0.021362,0.02167036,0.6001943,0.0142298,0.005173905,0.09638589,0.0355918,0.007753897,0.9036141,0.06079409,0.02894891,1.948464,0.3279933,0.1250072,0.2775358,0.07619811,0.6288148,1.637785,0.8315676,1.772875,0.5520914,1.65338,1.118628,0.9302147,0.1564517,0.5103233,0.4880805,0.2835698,0.02202521,20.37505,1.838628,10.58387,0.2032861,0.1366096,0.2064966,0.1578779,19.47204,2.498554,0.667265,7.364719,7.638038,22.34145,21.91994,21.08629,22.00594,8.238273,0.7639811,-0.3055498,16,0.8661615,13.68167,34.07202,-0.2117982,0.1046662,-0.04170263,0.01693779,-0.03428904,0.000964934,-3.582293,0.01840861,0.01709729,-0.3158174,-0.07669737,-0.06036837,0.03819666,-0.04766605,-0.09201718,0.9618033,0.05466633,-0.1765362,2.896031,0.2850278,0.1046662,0.2684103,0.06281798,0.5794426,1.605936,0.8144493,1.713579,0.5359708,2.332256,1.382475,1.125956,0.1559161,0.4671381,0.3986557,0.2811814,-0.0473684,0,-1.153352,-2.147633,-0.09902274,-0.06533823,-0.1709701,-0.1560309,-12.76908,2.742329,0.6560554,5.531771,7.133499,2017,6,2016,6
b151,AA,24.08039,23.87883,23.14756,23.60302,9.660103,0.9186062,-0.06379199,14,0.669518,14.19431,25.94137,0.009518257,0.2439136,0.03223814,0.005844778,0.03533889,0.002501739,0.771871,0.007555254,0.007682839,0.3126951,0.01660647,0.003336788,0.2481032,0.02416172,0.002281412,0.7518968,0.2239415,0.06883797,2.757276,0.3528371,0.2439136,0.2964562,0.3043463,0.2360478,0.7507161,0.5560188,1.079152,0.9436387,1.60843,1.178758,0.6554116,0.04415834,0.2590742,0.5452059,0.03292009,0.04807418,21.59641,4.266983,8.549365,0.1289053,0.08342273,0.05072958,0.02244657,5.494514,2.085759,1.462598,7.842479,6.170778,24.08039,23.87883,23.14756,23.60302,9.660103,0.7882406,-0.1381412,13,0.7208722,14.21491,22.39587,0.01931707,0.2482946,0.0295368,0.006349076,0.03283291,0.002572349,1.522434,0.008002122,0.008108317,0.3792631,0.01309701,0.006860817,0.2278211,0.02109913,0.004408908,0.7721789,0.206722,0.0570031,2.509323,0.357535,0.2482946,0.2880522,0.2971576,0.3561001,0.7801477,0.5792854,1.10999,0.9245699,1.588191,1.137812,0.6591177,0.06443679,0.2843841,0.5565049,0.04474458,0.05664815,21.59641,3.69112,6.79129,0.1122473,0.07211496,0.04085213,0.01686628,6.187243,2.192218,1.556126,7.966475,7.168596,2017,6,2016,6
b152,A-,20.86966,20.28885,19.27234,20.64346,5.996452,1.270414,-0.3140891,28,0.7890738,14.2924,-0.8760848,0.02914642,0.1399387,0.1882417,0.03714099,0.0282655,0.000458451,0.3084288,0.03761376,0.03810571,0.7444749,0.01291012,0.005900372,0.5861895,0.05052388,0.01054677,0.4138105,0.5044301,0.03567763,4.99289,0.202439,0.1399387,0.6924657,0.05783692,1.645572,0.3194252,0.5588739,0.4956168,1.545983,3.721753,2.527311,1.412448,0.429801,0.7513892,0.2538226,-0.2392504,0.1631616,16.94737,10.79041,-1.953758,-0.07793232,-0.06215578,-0.08483559,-0.1209434,4.097285,3.350986,0.5594483,17.35849,4.357604,20.75647,20.26463,19.24228,20.50802,6.206576,1.151376,-0.3125604,27,1.158866,14.05805,-0.9534672,0.07537803,0.1489709,0.1882417,0.03448685,0.03894192,0.000458451,0.7740312,0.03480742,0.03584237,0.5465788,0.02887492,0.01658214,0.5861895,0.06368234,0.02711704,0.4138105,0.5044301,0.08026445,3.059658,0.2199865,0.1489709,0.6924657,0.12729,1.169856,0.3194252,0.7377427,0.4956168,1.545983,3.421329,2.040425,1.505309,0.3598638,0.7513892,0.282029,-0.2392504,0.1631616,17.54589,11.30142,-1.416723,-0.06594699,-0.05143955,-0.1070358,-0.1365316,3.777775,2.916952,0.6115027,18.16424,4.927619,2017,6,2016,6
b153,A+,20.43408,20.20949,20.01664,19.35899,5.568345,0.9993311,0.3748138,14,1.798196,14.64114,2.58685,0.08088974,0.4197006,0.1311082,0.004748023,0.1026752,0.006062584,0.9761487,0.01233725,0.01395921,0.09598718,0.1161929,0.05328473,0.2179346,0.1285302,0.06670255,0.7820654,0.08940442,0.1409064,0.2881032,0.6587328,0.4197006,0.3499245,0.08517283,0.2650238,1.951032,0.836696,2.294593,0.7045649,0.4886234,0.2820642,0.236002,0.03927772,0.197035,1.930256,0.2405418,0.1032374,19.16432,10.62702,16.64741,0.4323971,0.1542131,0.2991594,0.1578779,1.881279,2.845165,0.798841,6.240711,7.074418,20.38161,20.21315,19.97434,19.2866,5.533389,0.6943252,-0.4171926,13,1.322641,14.67976,3.103868,0.07237184,0.4099276,0.07536701,0.004444005,0.06135171,0.007124416,0.8371802,0.01287562,0.01369358,0.1773291,0.059733,0.04816081,0.1494956,0.07260862,0.05699744,0.8505044,0.07688693,0.07584529,0.3800824,0.6654634,0.4099276,0.3932338,0.08666622,0.4493896,1.951032,1.040524,2.465251,0.5750927,0.4842424,0.2463644,0.256348,0.07332255,0.2726926,1.989209,0.3443797,0.1029981,18.89919,5.853466,9.601316,0.2797228,0.09357752,0.2167096,0.08579922,4.282069,2.770787,0.8449644,7.684201,11.8148,2017,6,2016,6
b154,A+,20.85841,20.59988,20.22,20.10736,7.329094,1.501657,-0.04744128,14,1.316676,13.27078,3.722222,0.04321532,0.3639571,0.03961328,0.002306612,0.02262032,0.002339719,2.25484,0.005336608,0.005467597,0.1821747,0.0239573,0.02282334,0.4227623,0.02929391,0.02955681,0.5772377,0.3934684,0.03502822,0.6785807,0.5281306,0.3639571,0.3206778,0.3207082,0.372635,1.54696,1.424017,2.277313,0.6912503,0.7639858,0.3685911,0.52488,0.09413205,0.4340003,1.11923,0.2486472,0.0478585,18.51825,7.422931,4.259895,0.02846876,0.01343354,-0.1818867,-0.1421108,14.18822,1.142674,0.7721852,5.548643,8.312475,20.6662,20.54854,20.17895,19.71346,7.228388,1.528009,0.01131834,13,1.419765,13.32015,2.588458,0.06148088,0.4201252,0.06048501,0.000184069,0.04612293,0.003432817,3.078882,0.004045504,0.004248748,0.0779754,0.0478363,0.03776877,0.3603768,0.0518818,0.04248455,0.6396232,0.308495,0.06922558,0.4422023,0.6143173,0.4201252,0.2708695,0.3189282,0.2504797,1.951032,1.437741,2.465251,0.6180723,0.5245284,0.257543,0.3702801,0.05022974,0.2930734,1.592805,0.3215017,0.06990693,18.68887,14.95117,11.56471,0.09851488,0.03799548,-0.1622661,-0.07039732,5.450381,1.312819,0.8890002,6.260607,11.81246,2017,6,2016,6
b155,AA+,22.6084,21.32857,22.18434,21.54598,7.789455,0.6389223,-0.1576739,14,0.5917667,13.53911,-6.881474,0.07449372,0.4607346,0.1882417,0.003907002,0.05816778,0.001375749,13.72131,0.008854273,0.01107227,0.04232958,0.137014,0.04874744,0.5861895,0.1607602,0.1284224,0.4138105,0.5044301,0.08512683,0.8925081,0.6543832,0.4607346,0.6924657,0.05178929,0.4833034,0.8226497,0.7175321,0.8675811,1.033359,0.5119269,0.307509,0.2206476,0.04249368,0.1455853,1.893378,-0.0266465,0.06364726,20.1013,32.47072,28.25259,0.1941509,0.0671018,0.0478147,0.05942685,1.820955,1.666337,0.3709705,3.070646,2.667291,22.54148,21.22825,22.11725,21.47937,7.788212,0.9727055,-0.02963115,13,0.7344325,13.44004,-4.528155,0.06952873,0.4495302,0.1882417,0.001125403,0.05889229,0.001154409,11.97576,0.005417684,0.006888814,0.02474155,0.137014,0.04549082,0.5861895,0.1607602,0.1284224,0.4138105,0.5044301,0.08778468,0.719484,0.6542737,0.4495302,0.6924657,0.06569233,0.1825767,0.7828258,0.9597461,0.8378672,1.034729,0.5175128,0.2696331,0.2587793,0.01767539,0.1167877,1.892461,-0.02860247,0.05963337,20.0221,38.2316,36.78999,0.1883298,0.06511057,-0.04648459,-0.0597544,1.470455,1.481975,0.3709705,2.958181,2.667291,2017,6,2016,6
b156,AAA,22.35911,21.26551,21.31383,21.92588,7.475339,0.4521066,0.1551304,31,0.436848,13.79017,-0.6296649,0.07019784,0.3181909,0.09700199,0.03036025,0.03148854,0.000458451,10.9431,0.03162833,0.03373203,0.3364955,0.06236498,0.02468098,0.1393876,0.09399331,0.07367274,0.8606124,0.04539425,0.05942343,4.221625,0.3515917,0.3181909,0.6924657,0.08319659,0.2500257,0.5416359,1.823479,0.5907874,1.070721,1.841198,0.4191087,1.4251,0.09348401,0.5608656,0.5422381,-0.06029957,0.06118901,19.82519,3.066934,6.744517,0.09387215,0.06086748,-0.06102461,-0.1181131,17.25928,3.684047,0.3709705,4.67073,7.63761,22.30097,21.41739,21.26655,21.8618,7.399398,0.7388675,-0.01972495,30,0.387381,14.01799,-0.8046874,0.06727201,0.3200049,0.107335,0.03031651,0.04334082,0.000615888,10.00274,0.03180668,0.0343136,0.3033084,0.07305912,0.02391064,0.1438638,0.1048658,0.05785328,0.8561362,0.03899805,0.08495341,4.681375,0.3554323,0.3200049,0.6924657,0.08834519,0.3596209,0.4600713,1.823479,0.5046552,1.117635,1.811264,0.5399266,1.273549,0.1195892,0.5717209,0.5514273,-0.09506031,0.06187782,19.92892,3.374606,6.606695,0.1143457,0.07370357,-0.0244321,-0.0381036,12.88782,3.722214,0.4132979,5.006346,7.592457,2017,6,2016,6
b157,AA-,21.8235,22.09431,21.36283,20.8269,8.245384,0.9374585,-0.3034304,29,0.5255395,13.84892,2.657027,0.06405575,0.2402067,0.05761028,0.003140967,0.05808588,0.001802413,5.143574,0.00451578,0.004702908,0.1019232,0.03978995,0.04041056,0.2572379,0.04430573,0.03082366,0.7427621,0.2129322,0.08268894,1.113378,0.6308654,0.2402067,0.1374476,0.5414466,0.1825767,0.5952597,1.462287,1.620543,0.8905652,0.5017835,0.2424927,0.3474898,0.01767539,0.2159835,1.709039,0.09302886,0.05785314,19.62007,12.75755,14.31878,0.2136107,0.0788511,0.1774047,0.04995044,2.85963,1.846145,1.311024,21.56501,10.39626,21.78977,22.08325,21.30147,20.83872,8.291045,0.9914568,-0.17403,28,0.7812617,13.79221,2.862485,0.05978969,0.2092663,0.05455814,0.00467441,0.05513536,0.002018763,4.51525,0.006179731,0.00640342,0.1503126,0.03493278,0.03669084,0.2472889,0.04111252,0.02735908,0.7527111,0.2061764,0.07634103,0.8058165,0.613665,0.2092663,0.1451614,0.5414466,0.6077294,0.3510948,0.7580002,1.003027,0.9991474,0.5567531,0.3581078,0.2714458,0.09809884,0.2938958,1.588427,0.000665206,0.05472256,19.18696,8.828563,5.996615,0.1071859,0.04140965,0.07965211,0.0229459,4.016776,1.952447,1.341085,21.56501,15.16641,2017,6,2016,6
b158,AA,20.88192,20.02576,20.55069,19.61593,4.729156,0.5216152,-0.2362349,13,0.6641225,16.5079,0.7913826,0.09434963,0.4717646,0.1779802,0.007044399,0.07411088,0.000458451,17.11904,0.007387837,0.008869757,0.04234605,0.137014,0.06774683,0.2649283,0.1607602,0.1284224,0.7350717,0.09046482,0.09884206,0.5912758,0.7018026,0.4717646,0.1812668,0.2872886,1.897835,0.5767844,0.394916,0.8092819,1.048317,0.3803245,0.2815077,0.1111719,0.08097345,0.1578016,2.34623,-0.03855058,0.07745363,18.53351,24.09097,5.641988,0.05166683,0.01456796,0.0357365,0.02372038,2.087191,1.893761,0.4247932,4.501399,7.161486,20.8046,19.92279,20.47421,19.53646,4.729156,0.556719,0.399382,12,0.9162143,16.5079,0.7984971,0.06108328,0.4490003,0.1275889,0.008170462,0.05133297,0.000458451,10.26706,0.008473778,0.009580392,0.06834684,0.1155082,0.04389715,0.2173135,0.123982,0.1060226,0.7826865,0.09333145,0.06654826,0.4273118,0.7018026,0.4490003,0.2001256,0.3327146,0.4908642,0.5810854,0.6882309,0.8708198,1.025834,0.3839919,0.2424927,0.1596042,0.04115003,0.1261279,2.34623,-0.0215288,0.05437901,18.41762,15.05691,2.26744,0.0158047,0.004446744,-0.001262351,-0.000857824,2.387595,1.903781,0.4140356,4.772698,7.274897,2017,6,2016,6
b159,BBB,22.35674,21.80413,20.91726,22.08618,8.519391,0.6553102,0.2438545,13,1.103534,13.28474,-1.696067,-0.03121287,0.01053138,0.05080182,0.03728879,0.02343977,0.000618745,-0.2398524,0.03836403,0.03845515,0.9418329,0.002369343,-0.007398973,0.2529414,0.04073338,-0.01285786,0.7470586,0.212208,0.005751659,2.916577,0.2370488,0.01053138,0.5763301,0.3525291,1.384047,0.4319981,0.6737891,0.6672085,1.278758,3.083857,1.922907,1.295634,0.3098962,0.6802544,0.3106998,-0.151694,0.03673162,19.46173,1.324204,2.665798,0.04820063,0.03677473,0.00201133,0.00266672,23.26962,1.3887,0.5754437,4.716323,6.097248,22.37576,21.83526,20.95501,22.0993,8.526747,1.111195,-0.3389683,12,0.8433511,13.30851,-1.750607,-0.05351028,0.0162476,0.05441924,0.03479825,0.0260466,0.000906901,-0.4270157,0.03635528,0.03666189,0.8129796,0.008363284,-0.01292449,0.2550037,0.04471857,-0.02218965,0.7449963,0.2102851,0.02016804,3.723505,0.2415329,0.0162476,0.5742495,0.3329156,1.158136,0.4810785,0.7500537,0.7211659,1.213281,2.946788,1.794357,1.345864,0.2860458,0.6249992,0.3184488,-0.1208457,0.02589405,19.58355,1.496873,3.035918,0.05684001,0.04311128,-0.1128135,-0.1469043,19.71804,1.427977,0.582456,5.146343,6.087916,2017,6,2016,6
b160,AA-,23.73591,23.32317,22.91159,23.15871,4.729156,0.8459343,0.04861535,12,0.5709407,16.5079,12.76355,0.1036107,0.4104041,0.1489596,0.01556436,0.08624007,0.001419535,9.937117,0.01770922,0.0199562,0.1359057,0.112596,0.04539124,0.236913,0.1303052,0.0685843,0.763087,0.1066078,0.1699292,2.244739,0.4385329,0.4104041,0.3866797,0.1356222,0.3011534,0.5668295,1.823479,0.6557659,1.078338,1.223853,0.4227371,0.8575933,0.09732586,0.4901335,0.7810484,-0.06381555,0.03960947,20.66834,8.411419,4.572357,0.07457224,0.04186986,-0.003748742,-0.003180259,4.971626,3.422031,0.6618314,13.94918,12.40605,23.66892,23.22302,22.81486,23.11433,4.729156,0.9358159,0.2101564,11,0.5897582,16.5079,10.55863,0.06296496,0.4043979,0.1509383,0.01488344,0.08433593,0.001764074,5.481536,0.01763872,0.01991016,0.1339076,0.1140844,0.02677384,0.2365011,0.1317231,0.04181769,0.7634989,0.1047779,0.1715877,2.290143,0.4256873,0.4043979,0.3650495,0.1452299,0.1825767,0.7042292,1.823479,0.8238813,1.024972,1.286569,0.2917242,1.057418,0.0561131,0.4619677,0.7412116,-0.02187099,0.02587414,20.43272,8.557215,4.039529,0.05976894,0.03432607,-0.1008944,-0.0905034,4.780369,3.493426,0.6402515,16.83888,13.74394,2017,6,2016,6
b161,A+,21.65613,21.08251,20.64041,21.20649,7.32975,1.417126,-0.4543187,17,1.618454,13.75276,34.07202,0.006107308,0.1297758,0.06511554,0.0224235,0.02767232,0.001362564,0.2656574,0.02484161,0.02545946,0.505842,0.02426782,0.002211708,0.5094089,0.04910943,0.003925068,0.4905911,0.4602995,0.03776012,1.088294,0.3621413,0.1297758,0.3590506,0.03269633,0.5216078,0.6099851,0.9883629,0.6306036,1.17447,1.544594,0.8858309,0.8755224,0.1444459,0.4751716,0.5677453,-0.1185009,0.05706622,19.45983,2.621229,6.278671,0.1158405,0.07388989,-0.001625807,-0.001840402,12.95046,3.732758,0.5634828,9.494232,6.003996,21.07222,20.90017,19.91397,20.69529,7.290293,1.483664,0.9172658,16,3.157831,13.60988,-5.16121,0.1172568,0.2312742,0.06754855,0.01327649,0.04719277,0.002152163,2.46673,0.01583268,0.01649615,0.2824623,0.04021967,0.03682285,0.4960038,0.05605235,0.04373567,0.5039962,0.4399515,0.1078303,0.3646994,0.3140359,0.2312742,0.4771645,0.03823618,0.278342,0.7650265,1.176738,0.7954411,1.094126,1.871438,1.003497,1.180853,0.08900163,0.4503628,0.4578022,-0.06446345,0.1134495,19.32305,4.266401,9.026468,0.1559765,0.1069943,-0.04136894,-0.03370499,7.9189,3.790357,0.8419409,10.21866,7.141096,2017,6,2016,6
b162,AA-,21.30631,21.34426,20.26384,20.87154,8.076826,0.7150095,-0.2429408,18,2.803772,13.26744,34.07202,0.1219846,0.2126032,0.04816697,0.002077237,0.04890702,0.000458451,3.502339,0.002363607,0.002542234,0.04729934,0.04485834,0.04300997,0.1053153,0.04708545,0.04140805,0.8946847,0.05822982,0.1321489,0.6549012,0.3525853,0.2126032,0.3327591,0.1247289,14.43857,0.7955743,0.09852933,0.9089462,1.155475,1.816744,1.788664,0.0645511,0.1436754,0.1463709,0.5446049,-0.05742366,0.06957625,0,21.62756,-2.147633,-0.09283612,-0.06010348,-0.1636763,-0.1020197,2.925641,2.564748,1.038686,10.22735,8.038636,21.28532,21.36707,20.17349,20.8864,8.053569,1.017595,0.4276202,17,3.157831,13.3135,34.07202,0.1438666,0.1859807,0.05992981,0.003265729,0.06394437,0.000458451,3.773742,0.003402527,0.00360255,0.05774327,0.05552256,0.04732575,0.1178706,0.05892508,0.04361094,0.8821294,0.05894554,0.1831615,0.516994,0.3289557,0.1859807,0.3105637,0.09183044,10.48576,0.8333216,0.09852933,0.9175837,1.155147,1.979522,1.985303,0.0645511,0.02888388,0.08780353,0.4902147,-0.05382416,0.07431715,18.45857,17.61332,2.387897,0.007636769,0.00512461,-0.02708469,-0.01674839,0.4932373,2.856213,1.085181,11.83178,8.062485,2017,6,2016,6
b163,A-,20.63348,20.85736,19.80156,20.06217,6.96319,0.7103526,0.04282927,16,0.7119603,13.89417,-20.18719,0.02279774,0.212771,0.01703358,0.005140731,0.01648926,0.000680075,0.262893,0.00568439,0.005727329,0.4312345,0.007497278,0.009921846,0.1015801,0.01318167,0.007931615,0.8984199,0.08839846,0.02154933,1.822758,0.4352119,0.212771,0.4971781,0.3234652,1.692336,0.6314754,0.3007782,0.9333967,1.05111,1.177121,0.9976577,0.3000737,0.1732949,0.320488,0.7705755,-0.02891866,0.05352372,18.80385,2.996554,8.972433,0.1003737,0.05668989,0.0337159,0.01522262,15.04094,2.148621,1.250924,7.753616,5.22462,20.56847,20.90982,19.79936,19.94591,6.874198,0.685804,-0.3414713,15,0.6752824,14.03562,-33.64487,0.05320313,0.2238184,0.03138403,0.0051076,0.03922234,0.000987247,0.612171,0.005809347,0.005940455,0.2083718,0.02207038,0.02465582,0.1128461,0.02787973,0.01752566,0.8871539,0.08496634,0.06699967,1.714591,0.4634279,0.2238184,0.4655806,0.301382,1.159768,0.7757277,0.3918446,1.110375,0.9307543,1.053648,0.8318695,0.3259636,0.1270993,0.237431,0.8636823,0.04255069,0.06717413,18.70844,5.402334,6.49543,0.08370394,0.0449132,0.03114229,0.01187774,5.377539,2.269474,1.406841,8.414806,6.161671,2017,6,2016,6
b164,BBB+,21.02814,20.50376,20.0964,20.52748,6.715383,1.528009,0.02408566,17,0.4273311,13.78838,22.25985,-0.3392072,-0.001619946,0.006373131,0.01671821,0.003123798,0.000726095,-2.607575,0.01794488,0.01772041,2.397373,-0.01266753,-0.1019321,0.05185032,0.005277352,-0.1465203,0.9481497,0.04657297,-0.01903731,3.601208,0.3938701,-0.001619946,0.3672785,0.4740619,1.826283,0.3360547,0.2220797,0.6389624,1.355282,1.402608,1.259254,0.2796546,0.1698041,0.3696108,0.6498113,-0.1790683,-0.07357623,18.41479,0.3551504,1.315227,0.005524148,0.003348351,-0.0138276,-0.01415943,37.34996,1.317924,0.5919251,13.44159,7.174595,21.06404,20.35747,20.16931,20.53858,6.725034,1.055293,-0.5201958,16,0.3876084,13.63244,10.10011,-0.2182851,0.1242646,-0.04170263,0.0171105,-0.03428904,0.000939672,-1.804928,0.01901525,0.01711657,-0.2068877,-0.1109262,-0.08921677,0.03819666,-0.04766605,-0.1465203,0.9618033,0.09024982,-0.1338908,3.732329,0.4087168,0.1242646,0.3598726,0.4478215,0.3931853,0.4626469,0.5676759,0.8378575,1.09819,1.367537,0.9228197,0.5238625,0.07818547,0.2770369,0.6912368,-0.0611556,-0.07129696,17.74195,-1.153352,-2.147633,-0.05309933,-0.03139674,-0.05879871,-0.07047323,-6.222792,1.250409,0.4933319,13.16444,11.90648,2017,6,2016,6
b165,AA,22.79863,23.45377,21.96956,22.22513,7.020191,0.7568195,-0.218476,15,1.666093,16.43358,34.07202,0.145425,0.405569,0.04826285,0.00267707,0.09147076,0.002237869,13.48553,0.003839354,0.004014666,0.08081617,0.04366789,0.06347147,0.07208153,0.04750725,0.03296523,0.9279185,0.03192525,0.1926394,0.7749784,0.4364551,0.405569,0.3901993,0.1753792,1.283628,1.23974,0.7150958,1.503406,0.7536437,1.120028,0.7528363,0.5383501,0.1330645,0.241551,0.7744815,0.1654087,0.08305786,20.36826,12.57057,11.29401,0.1350319,0.07609654,0.0495028,0.01448891,2.599402,3.026375,1.867203,7.747994,12.42261,22.7353,23.40915,21.85362,22.20071,6.933423,0.8690405,-0.3746447,14,2.337116,16.47573,34.07202,0.121671,0.3793262,0.04841827,0.002204368,0.09333762,0.002334495,10.04764,0.003394355,0.003551263,0.07134297,0.04418364,0.05038252,0.07606651,0.047578,0.02568203,0.9239335,0.03192525,0.2093241,0.605423,0.4140883,0.3793262,0.3853849,0.2076442,1.467565,1.135648,0.6893215,1.433256,0.7699408,1.196606,0.8375812,0.5773628,0.1503221,0.2574787,0.7067418,0.1502672,0.06764879,20.59311,14.26435,16.72496,0.1787167,0.1047122,0.08931011,0.02667364,2.7107,2.865631,1.867203,8.7733,13.64842,2017,6,2016,6
b166,A-,20.16217,19.98708,19.43756,19.49953,6.679599,1.447998,-0.247709,10,0.6336378,13.30748,34.07202,0.03439295,0.2823574,0.07219378,0.01084041,0.05466921,0.000458451,0.4750053,0.01135346,0.01199871,0.1743187,0.05377699,0.01664984,0.2682276,0.06513045,0.01983588,0.7317724,0.2030972,0.09316453,1.680493,0.4845121,0.2823574,0.4776403,0.2181734,0.8655456,0.9827329,0.643998,1.25697,0.8826195,0.9993432,0.6471614,0.4167707,0.104497,0.321606,0.9399096,0.08057499,0.03494953,18.75233,6.358749,9.175484,0.1511408,0.07791128,0.1177207,0.0722957,5.307203,1.966156,0.8393802,3.348471,4.181003,20.16621,19.95031,19.41837,19.52491,6.608001,1.528009,0.1816352,9,0.8392444,13.34231,34.07202,0.1208144,0.2723544,0.07313796,0.01205484,0.05355016,0.000458451,1.636846,0.01252852,0.01324264,0.1885284,0.05392579,0.05714336,0.2577557,0.06645431,0.07091338,0.7422443,0.1913014,0.09179434,1.326643,0.4733891,0.2723544,0.4690392,0.2676335,0.7107102,0.9482782,0.7889063,1.294814,0.8770081,1.064128,0.6218477,0.4905796,0.1004241,0.3237392,0.8989352,0.08678607,0.07626647,18.634,5.837716,5.997836,0.09581415,0.05045678,0.06368532,0.04161899,5.493065,1.768695,0.8058192,3.357078,4.321088,2017,6,2016,6
b167,B,18.44777,18.24396,17.22198,17.79167,5.771441,1.346779,-0.5450451,16,1.968096,12.24428,20.53815,-0.4322807,-0.1294431,-0.04170263,0.06941432,-0.03428904,0.001018124,-0.7108917,0.07058494,0.04526105,-0.1443684,-0.1160399,-0.1019321,0.2339467,-0.04766605,-0.1465203,0.7660533,0.5044301,-0.3336237,1.158657,0.3048456,-0.1294431,0.2624986,0.4900164,9.480793,0.5699623,0.1194147,1.117609,0.8072965,1.621804,2.037091,0.2432585,0.38666,0.4274435,0.4385293,0.073035,-0.07357623,18.25647,-1.153352,-1.12716,-0.09902274,-0.06533823,-0.1818867,-0.1560309,-1.058558,0.6873353,0.8697289,7.395709,5.450999,18.55203,18.56907,17.22198,18.36326,6.144186,1.192997,-0.1847956,15,3.157831,12.42489,-33.64487,-0.4322807,-0.1294431,-0.04170263,0.02650137,-0.03428904,0.002055289,-2.348024,0.02852192,0.02254816,-0.1206453,-0.1160399,-0.1019321,0.4583193,-0.04766605,-0.1465203,0.5416807,0.5044301,-0.3336237,1.51739,0.1720198,-0.1294431,0.1973212,0.5414466,4.871784,0.3809192,0.1595922,1.075413,0.8117061,4.508349,4.034517,0.6624423,0.410978,0.5346118,0.2077583,0.05384696,-0.07357623,18.28128,-1.153352,-1.382802,-0.08349309,-0.06533823,-0.1089017,-0.08864428,-2.572012,0.6873353,1.017194,7.251369,2.955245,2017,6,2016,6
b168,AA-,21.18141,21.14807,20.77414,20.08641,6.849066,0.6880247,-0.2183325,10,0.5988698,14.29901,2.066159,0.0486185,0.4494015,0.07749164,-0.001064682,0.04995625,0.005983345,1.74951,0.005121489,0.005371411,0.09915817,0.0465282,0.03235371,0.5861895,0.05164969,0.03345045,0.4138105,0.5044301,0.06762633,0.8394444,0.6654609,0.4494015,0.1973397,0.2908671,1.912007,1.903966,0.3384132,2.465251,0.4935627,0.3804341,0.3756074,0.1271105,0.1232477,0.2516774,1.989187,0.3443797,0.05866726,19.28007,15.13068,19.04072,0.2671316,0.08936595,0.2244968,0.07764883,3.357897,0.7074694,0.9672129,12.37726,7.477387,21.11182,21.17501,20.74067,19.94084,6.900731,0.4398795,-0.1411854,9,0.7758594,14.27428,2.285348,0.04973784,0.4568285,0.07265738,-0.001652155,0.05023499,0.007048018,1.730883,0.004964315,0.005183011,0.1052674,0.0421948,0.03431597,0.5861895,0.04715911,0.03221482,0.4138105,0.5044301,0.06514637,0.5792388,0.6899369,0.4568285,0.2238269,0.3778762,0.5410039,1.951032,0.6585994,2.465251,0.4935627,0.2834251,0.2709563,0.1784516,0.05490444,0.157306,2.22515,0.3443797,0.06235183,18.80269,14.63593,7.622748,0.1129505,0.03502178,0.07369642,0.02145141,2.032473,0.6873353,1.065223,13.70462,9.063035,2017,6,2016,6
